name,price,property_type,bedrooms,bathrooms,sqm,year_built,features,city,governorate,address,description
Beachfront Tower - B1,"65,232,000 EGP","Residential, Apartment",3,3,398.0,2025,['Other'],Mersa Matruh,Matrouh,Building BTB1 Floor 2nd floor Unit BTB1021 Beachfront Tower - B1 Mersa Matruh (k) Matrouh Egypt,"Explore a lifestyle that allows you to have your work office set close to all amenities that create the work-life balance you aspire for. Mazarine Hub, a great business district, introduces office buildings, retail spaces and F&B, set in the core of all Mazarine projects. Beachfront Towers bring a podium of four floors, with a wide range of local and international brand name retail shops with capacious terraces, overlooking the crystalline sea. Its deck is designed to have outdoor greenery, landscape, gardens, pools & water features."
PODIA,"9,377,000 EGP","Commercial, Medical Facility",0,0,73.0,2025,"['Other', '24 Hour Security', 'Fire Alarm', 'Gate Community']",Cairo,Cairo,Floor 5 Unit MPC-0504 Bin ZayedNorth PODIA Cairo Cairo Egypt,"Launched by Menassat Developments in cooperation with the engineering consultant Pinnacle Egypt, Podia Tower is one of the tallest commercial, administrative and medical towers at Downtown New Capital (Touristic District), occupying a total area of 19,782 meters and encompassing 25 floors, 3 basements and a ground floor.Podia Tower is located directly on the northern axis of Mohammed Bin Zayed, in close proximity to the Central Business District and only a few minutes away from Al Massa Hotel. To the northeast of the tower are the Ministry Quarter, Parliament Building and government agencies & institutions. The tower is also privileged with views of the Green River and the Central Park. From the south, Podia Tower enjoys a full panoramic view of the Embassies neighborhood."
Latin City,"7,967,000 EGP","Residential, Apartment",2,1,134.0,2025,"['24 Hour Security', 'Other']",North Coast,Matrouh,Building Z3CL0303 Floor 5 Unit LC303506 Latin City North Coast  Matrouh Egypt,"The Latin District is an expansion of the Alexandrian/latin districts persona in terms of scenic greenery and characteristic archetectural designs. The project is built on 404 acers and includes residential buildings with  different designs inspired by the mediterainian design with spaces ranging from 55 to 250 m2 per unit. The Latin District is built on the vital spots in New Alamein, it is situated to overlook variouse scenery, one of the clusters overlook the lake and the other clustors overlook other scenic features. Also, the Latin District has a range of fun features specifically designed to meet all the social needs of your familly."
Alamain (Latin District),"2,808,000 EGP","Residential, Apartment",1,0,92.86,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building D15 Floor 1 Unit Z02-CL07-D15-X7-01-08 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
Latin City,"10,074,000 EGP","Residential, Apartment",3,1,197.0,2025,"['24 Hour Security', 'Other']",North Coast,Matrouh,Building Z3CL0305 Floor 7 Unit LC305702 Latin City North Coast  Matrouh Egypt,"The Latin District is an expansion of the Alexandrian/latin districts persona in terms of scenic greenery and characteristic archetectural designs. The project is built on 404 acers and includes residential buildings with  different designs inspired by the mediterainian design with spaces ranging from 55 to 250 m2 per unit. The Latin District is built on the vital spots in New Alamein, it is situated to overlook variouse scenery, one of the clusters overlook the lake and the other clustors overlook other scenic features. Also, the Latin District has a range of fun features specifically designed to meet all the social needs of your familly."
Mazarine Apartment,"14,537,000 EGP","Residential, Apartment",3,3,251.0,2022,"['Elevator(s)', 'Other', '24 Hour Security', 'Gate Community', 'Water Available']",North Coast,Matrouh,Building MZTF36 Floor 2 Unit MZTF3621 Mazarine Apartment North Coast  Matrouh Egypt,"The name ‘Mazarine’ came to fruition based on the residential compound’s greatest asset: being surrounded by the deepest shades of a blue lagoon. Located within New Alamein City’s first phase, Mazarine stretches across 707 feddan offering a variety of residential projects that include villas, twin villas, chalets and apartments as well as commercial zones. Surrounded with glimmering sandy beaches, accessible lagoons and an array of sports, leisure and entertainment facilities.   The Mazarine community is complimented with breathtaking views overlooking The Gate and North Edge Towers and adjacent to North Square."
Blu Vert,"4,154,000 EGP","Residential, Apartment",1,0,71.41,2025,"['Other', 'Gate Community', 'Electricity Available']",New Administrative Capital,Cairo,Building F29 Floor 7 Unit F2976 Blu Vert New Administrative Capital New Cairo Cairo Egypt,"Bleu Vert Compound Project – One of the developments by the Saudi Egyptian Construction Company, spanning an area of 70 acres in the heart of the New Administrative Capital.The project directly overlooks Bin Zayed Axis and is just minutes away from the Opera House, as well as the Financial District and the Ministries District. The development includes 208 villas in various styles (twin houses and townhouses), along with 50 buildings, each consisting of a ground floor and 7 repeated upper floors. These buildings offer residential apartments in various sizes to meet all needs, with all units delivered fully finished.The project features a full range of commercial and recreational services, distinguished by a unique and modern approach tailored to the company's clientele, in addition to the project's competitive pricing."
Alamain (Latin District),"6,253,000 EGP","Residential, Apartment",3,0,203.07,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building A13 Floor 7 Unit Z05-CL11-A13-M7-07-02 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
Latin City,"8,581,000 EGP","Residential, Apartment",2,0,137.0,2022,"['Elevator(s)', 'Other', '24 Hour Security', 'Gate Community', 'Security Gate']",North Coast,Matrouh,Building Z3CL0402 Floor Ground floor Unit LC302G07 Latin City North Coast  Matrouh Egypt,"The Latin District is an expansion of the Alexandrian/Latin districts persona in terms of scenic greenery and characteristic architectural designs. The project is built on 404 acers and includes residential buildings with different designs inspired by the Mediterranean design with spaces ranging from 55 to 250 m2 per unit. The Latin District is built on the vital spots in New Alamein, it is situated to overlook various scenery, one of the clusters overlook the lake and the other cluster's overlook other scenic features. Also, the Latin District has a range of fun features specifically designed to meet all the social needs of your family."
Alamain (Latin District),"4,078,000 EGP","Residential, Apartment",2,0,133.67,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building A01 Floor ground Unit Z05-CL05-A01-M4-00-06 Alamain (Latin District) North Coast  Alexandria Egypt,"One of the main districts in this new city neighboring the Heritage City with boundless views of lakes and a distinct architecture, it is easy to forget you aren’t strolling Madrid’s Gran via with the sights, sounds and sensations that invite you in. Il LATINI offers residents a premium lifestyle surrounded by landscaped greenery with countless paths for you to stroll along. Il LATINI offers a great way of life, all of its own. High quality, value for money real estate solutions through mixed used development to better serve our customers. We are the go-to trusted community value add services partner, providing high quality, value for money real estate solutions through mixed used development to better serve our customers"
Latin City,"7,367,000 EGP","Residential, Apartment",4,0,211.0,2022,"['Elevator(s)', 'Other', '24 Hour Security', 'Gate Community', 'Security Gate', 'Electricity Available']",North Coast,Matrouh,Building Z6CL1056 Floor 33th floor Unit LC656G02 Latin City North Coast  Matrouh Egypt,"The Latin District is an expansion of the Alexandrian/Latin districts persona in terms of scenic greenery and characteristic architectural designs. The project is built on 404 acers and includes residential buildings with different designs inspired by the Mediterranean design with spaces ranging from 55 to 250 m2 per unit. The Latin District is built on the vital spots in New Alamein, it is situated to overlook various scenery, one of the clusters overlook the lake and the other cluster's overlook other scenic features. Also, the Latin District has a range of fun features specifically designed to meet all the social needs of your family."
Latin City,"6,554,000 EGP","Residential, Apartment",2,0,135.0,2025,"['Lobby', 'Secured Garage/Parking', 'Water Available']",North Coast,Matrouh,Building LC401 Floor 2 Unit LC401208 Latin City North Coast  Matrouh Egypt,"The Latin District is an expansion of the Alexandrian/latin districts persona in terms of scenic greenery and characteristic archetectural designs. The project is built on 404 acers and includes residential buildings with  different designs inspired by the mediterainian design with spaces ranging from 55 to 250 m2 per unit. The Latin District is built on the vital spots in New Alamein, it is situated to overlook variouse scenery, one of the clusters overlook the lake and the other clustors overlook other scenic features. Also, the Latin District has a range of fun features specifically designed to meet all the social needs of your familly."
Mazarine Apartment,"13,399,000 EGP","Residential, Apartment",3,3,252.0,2022,"['Elevator(s)', 'Other', '24 Hour Security', 'Gate Community', 'Security Gate']",North Coast,Matrouh,Building MZCS85 Floor 5 Unit MZCS8531 Mazarine Apartment North Coast  Matrouh Egypt,"The name ‘Mazarine’ came to fruition based on the residential compound’s greatest asset: being surrounded by the deepest shades of a blue lagoon. Located within New Alamein City’s first phase, Mazarine stretches across 707 feddan offering a variety of residential projects that include villas, twin villas, chalets and apartments as well as commercial zones. Surrounded with glimmering sandy beaches, accessible lagoons and an array of sports, leisure and entertainment facilities.   The Mazarine community is complimented with breathtaking views overlooking The Gate and North Edge Towers and adjacent to North Square."
Latin City,"7,797,000 EGP","Residential, Apartment",4,0,239.0,2022,"['Elevator(s)', 'Other', '24 Hour Security', 'Gate Community', 'Security Gate', 'Electricity Available']",North Coast,Matrouh,Building Z6CL1055 Floor 1st Unit LC655103 Latin City North Coast  Matrouh Egypt,"The Latin District is an expansion of the Alexandrian/Latin districts persona in terms of scenic greenery and characteristic architectural designs. The project is built on 404 acers and includes residential buildings with different designs inspired by the Mediterranean design with spaces ranging from 55 to 250 m2 per unit. The Latin District is built on the vital spots in New Alamein, it is situated to overlook various scenery, one of the clusters overlook the lake and the other cluster's overlook other scenic features. Also, the Latin District has a range of fun features specifically designed to meet all the social needs of your family."
New Garden City,"6,093,000 EGP","Residential, Apartment",2,0,133.0,2025,"['Fire Escape', 'Gate Community', 'Natural Gas Available']",New Administrative Capital,Cairo,Building G645 Floor 6th floor Unit G64561 New Garden City New Administrative Capital Cairo Cairo Egypt,"To live in a world, where you can see and sense the real ambience of the old Khedival Cairo, is a priceless notion that you aspire for. In New Garden City, surrounded by the acclaimed history.  Garden City Heights is made up of apartments only and we built each cluster with two basement floors, solely for parking. This, ideally, makes New Garden City elevated, offering stunning views. That is in addition to residential-only clusters that are high up from surrounding street levels, . Such designs provide the maximal magnitude of privacy and luxury. It is ideally built in one of the most prime locations it is in the first phase of The New Administrative Capital. It is located between the Middle Ring Road and the Regional Ring Road on the 90th road south from Ben Zayed Southern Axis, a few minutes away from the monorail project, making transportation easier to and more accessible."
Latin City,"7,536,000 EGP","Residential, Apartment",4,0,231.0,2022,"['Elevator(s)', 'Other', '24 Hour Security', 'Gate Community', 'Security Gate', 'Electricity Available']",North Coast,Matrouh,Building Z6CL1160 Floor 3rd Unit LC660104 Latin City North Coast  Matrouh Egypt,"The Latin District is an expansion of the Alexandrian/Latin districts persona in terms of scenic greenery and characteristic architectural designs. The project is built on 404 acers and includes residential buildings with different designs inspired by the Mediterranean design with spaces ranging from 55 to 250 m2 per unit. The Latin District is built on the vital spots in New Alamein, it is situated to overlook various scenery, one of the clusters overlook the lake and the other cluster's overlook other scenic features. Also, the Latin District has a range of fun features specifically designed to meet all the social needs of your family."
New Garden City,"10,893,000 EGP","Residential, Apartment",3,0,269.0,2025,"['Gate Community', 'Natural Gas Available']",New Administrative Capital,Cairo,Building G883 Floor 5th floor Unit G88353 New Garden City New Administrative Capital Cairo Cairo Egypt,"To live in a world, where you can see and sense the real ambience of the old Khedival Cairo, is a priceless notion that you aspire for. In New Garden City, surrounded by the acclaimed history.  Garden City Heights is made up of apartments only and we built each cluster with two basement floors, solely for parking. This, ideally, makes New Garden City elevated, offering stunning views. That is in addition to residential-only clusters that are high up from surrounding street levels, . Such designs provide the maximal magnitude of privacy and luxury. It is ideally built in one of the most prime locations it is in the first phase of The New Administrative Capital. It is located between the Middle Ring Road and the Regional Ring Road on the 90th road south from Ben Zayed Southern Axis, a few minutes away from the monorail project, making transportation easier to and more accessible."
Blu Vert,"8,765,000 EGP","Residential, Apartment",1,0,164.82,2025,"['Other', 'Gate Community', 'Electricity Available']",New Administrative Capital,Cairo,Building F29 Floor G Unit F2902 Blu Vert New Administrative Capital New Cairo Cairo Egypt,"Bleu Vert Compound Project – One of the developments by the Saudi Egyptian Construction Company, spanning an area of 70 acres in the heart of the New Administrative Capital.The project directly overlooks Bin Zayed Axis and is just minutes away from the Opera House, as well as the Financial District and the Ministries District. The development includes 208 villas in various styles (twin houses and townhouses), along with 50 buildings, each consisting of a ground floor and 7 repeated upper floors. These buildings offer residential apartments in various sizes to meet all needs, with all units delivered fully finished.The project features a full range of commercial and recreational services, distinguished by a unique and modern approach tailored to the company's clientele, in addition to the project's competitive pricing."
Jade Park,"7,866,000 EGP","Residential, Apartment",3,2,220.0,2025,"['Lobby', 'Secured Garage/Parking', 'Water Available']",New Administrative Capital,Cairo,Building 3R Floor 4th floor Unit JP3R43 Jade Park New Administrative Capital Cairo Cairo Egypt,"Welcome to Al Maqsad, your future destination in the heart of the New Capital. Set to be a prominent address in Egypt’s most sought-after location, Al Maqsad promises a full-fledge of vantages, including unique architectural designs with premium exterior and interior finishing, and a charming landscape with horizons of greenery and tree-lined pathways between every home. Its strategic proximity to the New Capital’s cultural city, smart city and sports city, as well as the Canadian and European university offers unmatched luxury, making it a future address for those who appreciate distinguished ways of living."
Blu Vert,"10,570,000 EGP","Residential, Apartment",1,0,196.97,2025,"['Other', 'Gate Community', 'Electricity Available']",New Administrative Capital,Cairo,Building B16 Floor 6 Unit B1662 Blu Vert New Administrative Capital New Cairo Cairo Egypt,"Bleu Vert Compound Project – One of the developments by the Saudi Egyptian Construction Company, spanning an area of 70 acres in the heart of the New Administrative Capital.The project directly overlooks Bin Zayed Axis and is just minutes away from the Opera House, as well as the Financial District and the Ministries District. The development includes 208 villas in various styles (twin houses and townhouses), along with 50 buildings, each consisting of a ground floor and 7 repeated upper floors. These buildings offer residential apartments in various sizes to meet all needs, with all units delivered fully finished.The project features a full range of commercial and recreational services, distinguished by a unique and modern approach tailored to the company's clientele, in addition to the project's competitive pricing."
Alamain (Latin District),"3,333,000 EGP","Residential, Apartment",1,0,92.86,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building D18 Floor 6 Unit Z02-CL07-D18-X7-06-11 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
Central,"44,157,000 EGP","Commercial, Office",0,0,176.52,2025,"['Elevator(s)', 'Gate Community', 'Electricity Available']",New Cairo,Cairo,Building O5 Floor 6 Unit O5-06-F Central New Cairo Cairo Egypt,"True to its name, Central is situated at the center point of New Cairo's crossroads. Central is set to transform the business and commercial scene, offering a mixed-use development that captures the spirit of a dynamic city with an evolving blend of spaces and experiences. Offering a variety of office types alongside a selection of the most refined retail and entertainment, bringing an outstanding world-class experience to New Cairo. Whether searching for the ideal office space for a corporation, a go-to spot for your daily coffee runs, or a family-friendly venue, Central will meet you at the crossroads."
Zahya,"9,878,000 EGP","Residential, Twinhouse",3,0,360.0,2025,"['Lobby', '24 Hour Security', 'Electricity Available']",Mansoura,Dakahlia,Building ZH210 Floor Ground Unit ZH4C210B Zahya Mansoura (m) Dakahlia Egypt,"As the pioneering real estate company building a residential project in New Mansoura City, we are excited to see the future come to life with a project bound to flourish amidst the promising new capital of the Delta. With a vow of a new future equipped with technological advancements, trade, commercial and retail opportunities ZAHYA will only provide more clarity for the vision of this new city by housing its residents in homes that provide complete living experiences."
Jade Park,"8,419,000 EGP","Residential, Apartment",3,2,220.0,2025,"['Lobby', 'Secured Garage/Parking', 'Water Available']",New Administrative Capital,Cairo,Building 3L Floor 1th floor Unit JP3L13 Jade Park New Administrative Capital Cairo Cairo Egypt,"Welcome to Al Maqsad, your future destination in the heart of the New Capital. Set to be a prominent address in Egypt’s most sought-after location, Al Maqsad promises a full-fledge of vantages, including unique architectural designs with premium exterior and interior finishing, and a charming landscape with horizons of greenery and tree-lined pathways between every home. Its strategic proximity to the New Capital’s cultural city, smart city and sports city, as well as the Canadian and European university offers unmatched luxury, making it a future address for those who appreciate distinguished ways of living."
Zahya,"10,180,000 EGP","Residential, Townhouse",3,0,504.0,2024,"['Lobby', '24 Hour Security', 'Electricity Available']",Mansoura,Dakahlia,Building ZH3M251 Unit ZH3M251B Zahya Mansoura (m) Dakahlia Egypt,"As the pioneering real estate company building a residential project in New Mansoura City, we are excited to see the future come to life with a project bound to flourish amidst the promising new capital of the Delta. With a vow of a new future equipped with technological advancements, trade, commercial and retail opportunities ZAHYA will only provide more clarity for the vision of this new city by housing its residents in homes that provide complete living experiences."
Alamain (Latin District),"1,603,000 EGP","Residential, Apartment",0,0,66.88,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building C06 Floor 7 Unit Z05-CL11-C06-X7-07-03 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
Downtown Extension,"7,277,000 EGP","Residential, Apartment",2,3,163.0,2022,"['Elevator(s)', 'Other', '24 Hour Security', 'Gate Community', 'Water Available']",North Coast,Matrouh,Building DTB09A Floor 1 Unit DTB09A12 Downtown Extension North Coast  Matrouh Egypt,"Designed to be an integrated residential and commercial hub, Downtown shapes up to be a homeowner’s dream of a complete community that holds a prominent location, unique architectural design, all essential and complimentary services and amenities, promoting a luxurious lifestyle."
PODIA,"10,218,000 EGP","Commercial, Retail",0,0,27.0,2025,"['Other', '24 Hour Security', 'Fire Alarm', 'Gate Community']",Cairo,Cairo,Floor Ground floor Unit MPR-0031 Bin ZayedNorth PODIA Cairo Cairo Egypt,"Launched by Menassat Developments in cooperation with the engineering consultant Pinnacle Egypt, Podia Tower is one of the tallest commercial, administrative and medical towers at Downtown New Capital (Touristic District), occupying a total area of 19,782 meters and encompassing 25 floors, 3 basements and a ground floor.Podia Tower is located directly on the northern axis of Mohammed Bin Zayed, in close proximity to the Central Business District and only a few minutes away from Al Massa Hotel. To the northeast of the tower are the Ministry Quarter, Parliament Building and government agencies & institutions. The tower is also privileged with views of the Green River and the Central Park. From the south, Podia Tower enjoys a full panoramic view of the Embassies neighborhood."
Latin City,"8,251,000 EGP","Residential, Apartment",4,0,232.0,2022,"['Elevator(s)', 'Other', '24 Hour Security', 'Gate Community', 'Security Gate']",North Coast,Matrouh,Building Z6CL0429 Floor 4th floor Unit LC629403 Latin City North Coast  Matrouh Egypt,"The Latin District is an expansion of the Alexandrian/Latin districts persona in terms of scenic greenery and characteristic architectural designs. The project is built on 404 acers and includes residential buildings with different designs inspired by the Mediterranean design with spaces ranging from 55 to 250 m2 per unit. The Latin District is built on the vital spots in New Alamein, it is situated to overlook various scenery, one of the clusters overlook the lake and the other cluster's overlook other scenic features. Also, the Latin District has a range of fun features specifically designed to meet all the social needs of your family."
Mazarine Apartment,"13,238,000 EGP","Residential, Apartment",3,3,231.0,2022,"['Elevator(s)', 'Other', '24 Hour Security', 'Gate Community', 'Security Gate', 'Electricity Available']",Mersa Matruh,Matrouh,Building MZTF36 Floor 7 Unit MZTF3642 Mazarine Apartment Mersa Matruh (k) Matrouh Egypt,"The name ‘Mazarine’ came to fruition based on the residential compound’s greatest asset: being surrounded by the deepest shades of a blue lagoon. Located within New Alamein City’s first phase, Mazarine stretches across 707 feddan offering a variety of residential projects that include villas, twin villas, chalets and apartments as well as commercial zones. Surrounded with glimmering sandy beaches, accessible lagoons and an array of sports, leisure and entertainment facilities.   The Mazarine community is complimented with breathtaking views overlooking The Gate and North Edge Towers and adjacent to North Square."
Alamain (Latin District),"4,446,000 EGP","Residential, Apartment",1,0,92.86,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building E02 Floor 4 Unit Z03-CL05-E02-X7-04-06 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
VALORY,"14,324,464 EGP","Commercial, Retail",0,0,45.0,2025,"['Fire Alarm', 'Other', '24 Hour Security', 'Gate Community']",New Cairo,Cairo,Floor Ground-U Unit MVR-U36 Talaat Harb Street VALORY New Cairo Cairo Egypt,"Introducing Valory; a commercial hub in the epicenter of New Cairo, strategically located to give professionals unmatched access to one of the most rapidly developing areas in the Fifth Settlement. Meticulously designed to accommodate a diverse range of spaces that are specially tailored to cater to various business, retail, and medical needs.At Valory, our space is more than just a place to work. It is a turning point that revolutionizes the way business is conducted. Our goal is to pivot the industry into a new direction, setting an unparalleled standard for success, innovation, and change. Valory embodies transformation and progress, where every interaction and experience within our space evokes impact and the potential to be transformative. From the moment you step into our space, you'll feel inspired and empowered to achieve your goals and make a difference."
Mazarine,"19,070,000 EGP","Residential, Townhouse",3,4,296.0,2025,"['Elevator(s)', '24 Hour Security', 'Electricity Available']",Mersa Matruh,Matrouh,Building MZTH13 Floor Ground floor Unit MZT136E Mazarine Mersa Matruh (k) Matrouh Egypt,"The name ‘Mazarine’ came to fruition based on the residential compound’s greatest asset: being surrounded by the deepest shades of a blue lagoon. Located within New Alamein City’s first phase, Mazarine stretches across 707 feddan offering a variety of residential projects that include villas, twin villas, chalets and apartments as well as commercial zones. Surrounded with glimmering sandy beaches, accessible lagoons and an array of sports, leisure and entertainment facilities.   The Mazarine community is complimented with breathtaking views overlooking The Gate and North Edge Towers and adjacent to North Square."
Downtown Extension,"8,484,000 EGP","Residential, Apartment",2,3,173.0,2022,"['Elevator(s)', 'Other', '24 Hour Security', 'Gate Community', 'Security Gate', 'Electricity Available']",North Coast,Matrouh,Building DTB12B Floor 5 Unit DTB12B14 Downtown Extension North Coast  Matrouh Egypt,"The name ‘Mazarine’ came to fruition based on the residential compound’s greatest asset: being surrounded by the deepest shades of a blue lagoon. Located within New Alamein City’s first phase, Mazarine stretches across 707 feddan offering a variety of residential projects that include villas, twin villas, chalets and apartments as well as commercial zones. Surrounded with glimmering sandy beaches, accessible lagoons and an array of sports, leisure and entertainment facilities.   The Mazarine community is complimented with breathtaking views overlooking The Gate and North Edge Towers and adjacent to North Square."
Downtown Extension,"7,603,000 EGP","Residential, Apartment",2,3,163.0,2022,"['Elevator(s)', 'Other', '24 Hour Security', 'Gate Community', 'Water Available']",North Coast,Matrouh,Building DTB09B Floor 2 Unit DTB09B22 Downtown Extension North Coast  Matrouh Egypt,"Designed to be an integrated residential and commercial hub, Downtown shapes up to be a homeowner’s dream of a complete community that holds a prominent location, unique architectural design, all essential and complimentary services and amenities, promoting a luxurious lifestyle."
Latin City,"8,084,000 EGP","Residential, Apartment",2,0,143.0,2022,"['Other', '24 Hour Security', 'Gate Community', 'Water Available']",North Coast,Matrouh,Building LC407 Floor 1 Unit LC407G09 Latin City North Coast  Matrouh Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
Downtown Extension,"8,216,000 EGP","Residential, Apartment",2,3,172.94,2022,"['Other', '24 Hour Security', 'Gate Community', 'Water Available']",North Coast,Matrouh,Building DTB09A Floor 4 Unit DTB09A44 Downtown Extension North Coast  Matrouh Egypt,"Designed to be an integrated residential and commercial hub, Downtown shapes up to be a homeowner’s dream of a complete community that holds a prominent location, unique architectural design, all essential and complimentary services and amenities, promoting a luxurious lifestyle."
Mazarine Apartment,"12,567,000 EGP","Residential, Apartment",3,3,247.0,2025,"['24 Hour Security', 'Electricity Available']",Mersa Matruh,Matrouh,Building MZCS15 Floor Ground floor Unit MZCS1512 Mazarine Apartment Mersa Matruh (k) Matrouh Egypt,"The name ‘Mazarine’ came to fruition based on the residential compound’s greatest asset: being surrounded by the deepest shades of a blue lagoon. Located within New Alamein City’s first phase, Mazarine stretches across 707 feddan offering a variety of residential projects that include villas, twin villas, chalets and apartments as well as commercial zones. Surrounded with glimmering sandy beaches, accessible lagoons and an array of sports, leisure and entertainment facilities.   The Mazarine community is complimented with breathtaking views overlooking The Gate and North Edge Towers and adjacent to North Square."
Mazarine Apartment,"9,835,000 EGP","Residential, Apartment",3,3,242.44,2022,"['Elevator(s)', 'Other', '24 Hour Security', 'Gate Community', 'Security Gate']",North Coast,Matrouh,Building MZCS23 Floor 5 Unit MZCS2341 Mazarine Apartment North Coast  Matrouh Egypt,"The name ‘Mazarine’ came to fruition based on the residential compound’s greatest asset: being surrounded by the deepest shades of a blue lagoon. Located within New Alamein City’s first phase, Mazarine stretches across 707 feddan offering a variety of residential projects that include villas, twin villasa, chalets and apartments as well as commercial zones. Surrounded with glimmering sandy beaches, accessible lagoons and an array of sports, leisure and entertainment facilities.   The Mazarine community is complimented with breathtaking views overlooking The Gate and North Edge Towers and adjacent to North Square."
Al Fustat,"4,065,000 EGP","Residential, Apartment",0,0,158.34,2025,"['Elevator(s)', 'Gate Community', 'Electricity Available']",Old Cairo,Cairo,Building B66 Floor 2 Unit B66 2/3 Al Fustat Old Cairo Old Cairo Cairo Egypt,"Arabesque Downtown is the latest iconic destination by Saudi Egyptian Developers (SED), located in the heart of New Alamein’s Downtown district. Blending authentic Arabesque architectural charm with modern urban living, the project offers a unique cultural experience in a contemporary setting.This mixed-use development features a vibrant collection of residential units, commercial spaces, and lifestyle amenities – all set within a walkable, dynamic environment designed to celebrate art, culture, and community. Each unit is delivered fully finished, with stylish interiors and thoughtfully designed layouts that reflect both tradition and modernity.Strategically situated near key landmarks, Arabesque Downtown provides easy access to the beach, promenade, retail zones, and public services, making it an ideal choice for those seeking a well-connected, high-value investment or year-round residence.Live where culture meets convenience – only at Arabesque Downtown."
