name,price,property_type,bedrooms,bathrooms,sqm,year_built,features,city,governorate,address,description
Al Fustat,"4,350,000 EGP","Residential, Apartment",0,0,166.16,2025,"['Elevator(s)', 'Gate Community', 'Electricity Available']",Old Cairo,Cairo,Building B62 Floor 6 Unit B62 6/2 Al Fustat Old Cairo Old Cairo Cairo Egypt,"Arabesque Downtown is the latest iconic destination by Saudi Egyptian Developers (SED), located in the heart of New Alamein’s Downtown district. Blending authentic Arabesque architectural charm with modern urban living, the project offers a unique cultural experience in a contemporary setting.This mixed-use development features a vibrant collection of residential units, commercial spaces, and lifestyle amenities – all set within a walkable, dynamic environment designed to celebrate art, culture, and community. Each unit is delivered fully finished, with stylish interiors and thoughtfully designed layouts that reflect both tradition and modernity.Strategically situated near key landmarks, Arabesque Downtown provides easy access to the beach, promenade, retail zones, and public services, making it an ideal choice for those seeking a well-connected, high-value investment or year-round residence.Live where culture meets convenience – only at Arabesque Downtown."
Alamain (Latin District),"8,648,000 EGP","Residential, Apartment",4,0,242.03,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building A11 Floor 7 Unit Z05-CL02-A11-X7-07-03 Alamain (Latin District) North Coast  Alexandria Egypt,"One of the main districts in this new city neighboring the Heritage City with boundless views of lakes and a distinct architecture, it is easy to forget you aren’t strolling Madrid’s Gran via with the sights, sounds and sensations that invite you in. Il LATINI offers residents a premium lifestyle surrounded by landscaped greenery with countless paths for you to stroll along. Il LATINI offers a great way of life, all of its own. High quality, value for money real estate solutions through mixed used development to better serve our customers. We are the go-to trusted community value add services partner, providing high quality, value for money real estate solutions through mixed used development to better serve our customers"
New Garden City,"11,586,000 EGP","Residential, Apartment",3,0,288.0,2025,"['Gate Community', 'Natural Gas Available']",New Administrative Capital,Cairo,Building G883 Floor 9th floor Unit G88394 New Garden City New Administrative Capital Cairo Cairo Egypt,"To live in a world, where you can see and sense the real ambience of the old Khedival Cairo, is a priceless notion that you aspire for. In New Garden City, surrounded by the acclaimed history.  Garden City Heights is made up of apartments only and we built each cluster with two basement floors, solely for parking. This, ideally, makes New Garden City elevated, offering stunning views. That is in addition to residential-only clusters that are high up from surrounding street levels, . Such designs provide the maximal magnitude of privacy and luxury. It is ideally built in one of the most prime locations it is in the first phase of The New Administrative Capital. It is located between the Middle Ring Road and the Regional Ring Road on the 90th road south from Ben Zayed Southern Axis, a few minutes away from the monorail project, making transportation easier to and more accessible."
Zahya,"13,948,000 EGP","Residential, Twinhouse",3,0,498.0,2024,"['Lobby', '24 Hour Security', 'Electricity Available']",Mansoura,Dakahlia,Building ZH3M230 Unit ZH3M230B Zahya Mansoura (m) Dakahlia Egypt,"As the pioneering real estate company building a residential project in New Mansoura City, we are excited to see the future come to life with a project bound to flourish amidst the promising new capital of the Delta. With a vow of a new future equipped with technological advancements, trade, commercial and retail opportunities ZAHYA will only provide more clarity for the vision of this new city by housing its residents in homes that provide complete living experiences."
Downtown commercial,"22,844,000 EGP","Commercial, Retail",0,0,214.0,2025,"['Other', '24 Hour Security', 'Electricity Available']",Mersa Matruh,Matrouh,Building DT04 Floor Ground floor Unit DTRG0420 Downtown commercial Mersa Matruh (k) Matrouh Egypt,"Designed to be an integrated residential and commercial hub, Downtown shapes up to be a homeowner’s dream of a complete community that holds a prominent location, unique architectural design, all essential and complimentary services and amenities, promoting a luxurious lifestyle."
New Garden City,"12,773,000 EGP","Residential, Apartment",4,0,300.0,2025,"['Gate Community', 'Natural Gas Available']",New Administrative Capital,Cairo,Building G722 Floor ground floor Unit G722G1O New Garden City New Administrative Capital Cairo Cairo Egypt,"To live in a world, where you can see and sense the real ambience of the old Khedival Cairo, is a priceless notion that you aspire for. In New Garden City, surrounded by the acclaimed history.  Garden City Heights is made up of apartments only and we built each cluster with two basement floors, solely for parking. This, ideally, makes New Garden City elevated, offering stunning views. That is in addition to residential-only clusters that are high up from surrounding street levels, . Such designs provide the maximal magnitude of privacy and luxury. It is ideally built in one of the most prime locations it is in the first phase of The New Administrative Capital. It is located between the Middle Ring Road and the Regional Ring Road on the 90th road south from Ben Zayed Southern Axis, a few minutes away from the monorail project, making transportation easier to and more accessible."
Mamsha Avenue,"12,118,000 EGP","Residential, Apartment",4,0,390.0,2025,"['Other', '24 Hour Security', 'Electricity Available']",New Administrative Capital,Cairo,Building MAA18A Floor 5 Unit MAA18A52 Mamsha Avenue New Administrative Capital Cairo Cairo Egypt,"Mamsha Avenue is the premier residence created for those looking for an elevated lifestyle and special community experience. It is the place where you can treat your eyes and soul to splendid views of land-spaces and greenery. Mamsha Avenue brings you the most eminent residential units, office spaces, restaurants, cafes and medical facilities… all together."
Alamain (Latin District),"5,349,000 EGP","Residential, Apartment",1,0,92.86,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building F04 Floor 3 Unit Z02-CL04-F04-X7-03-13 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
Mamsha Avenue,"12,118,000 EGP","Residential, Duplex",4,0,390.0,2025,"['Other', '24 Hour Security', 'Electricity Available']",New Administrative Capital,Cairo,Building MAA17A Floor 5 Unit MAA17A52 Mamsha Avenue New Administrative Capital Cairo Cairo Egypt,"Mamsha Avenue is the premier residence created for those looking for an elevated lifestyle and special community experience. It is the place where you can treat your eyes and soul to splendid views of land-spaces and greenery. Mamsha Avenue brings you the most eminent residential units, office spaces, restaurants, cafes and medical facilities… all together."
Alamain (Latin District),"10,814,000 EGP","Residential, Apartment",3,3,210.99,2025,"['24 Hour Security', 'Building Security', 'Fire Escape', 'Security Gate', 'Cable Available', 'Electricity Available', 'Natural Gas Available', 'Phone Available', 'Sewer Available', 'Water Available']",North Coast,Matrouh,Building E02 Floor 5 Unit Z03-CL05-E02-X7-05-03 Alamain (Latin District) North Coast  Matrouh Egypt,The Future Is Present
Alamain (Latin District),"1,810,000 EGP","Residential, Apartment",1,0,92.86,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building D21 Floor 3 Unit Z05-CL01-D21-X7-03-11 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
New Garden City,"7,590,000 EGP","Residential, Apartment",2,0,184.0,2025,"['Gate Community', 'Natural Gas Available']",New Administrative Capital,Cairo,Building G722 Floor 4th floor Unit G72245 New Garden City New Administrative Capital Cairo Cairo Egypt,"To live in a world, where you can see and sense the real ambience of the old Khedival Cairo, is a priceless notion that you aspire for. In New Garden City, surrounded by the acclaimed history.  Garden City Heights is made up of apartments only and we built each cluster with two basement floors, solely for parking. This, ideally, makes New Garden City elevated, offering stunning views. That is in addition to residential-only clusters that are high up from surrounding street levels, . Such designs provide the maximal magnitude of privacy and luxury. It is ideally built in one of the most prime locations it is in the first phase of The New Administrative Capital. It is located between the Middle Ring Road and the Regional Ring Road on the 90th road south from Ben Zayed Southern Axis, a few minutes away from the monorail project, making transportation easier to and more accessible."
T-Residences,"2,890,614 EGP","Residential, Apartment",3,1,130.0,2025,"['24 Hour Security', 'Building Security', 'Gate Community', 'Gated with Guard', 'Security Guard', 'Electricity Available', 'Water Available', 'Other']",North Coast,Alexandria,Building C-13 Floor 7 Unit 71 New Alamein T-Residences North Coast  Alexandria Egypt,"English : Discover your new home at T-Residence, New Alamein – where modern design meets coastal living. This unit offers spacious interiors, elegant finishes, and easy access to the heart of Alamein City. Whether you’re seeking comfort, convenience, or investment potential, T-Residence is the perfect choice for a lifestyle upgrade."
New Garden City,"7,020,000 EGP","Residential, Apartment",2,0,166.0,2025,"['Fire Escape', 'Gate Community', 'Natural Gas Available']",New Administrative Capital,Cairo,Building G645 Floor 3rd floor Unit G64533 New Garden City New Administrative Capital Cairo Cairo Egypt,"To live in a world, where you can see and sense the real ambience of the old Khedival Cairo, is a priceless notion that you aspire for. In New Garden City, surrounded by the acclaimed history.  Garden City Heights is made up of apartments only and we built each cluster with two basement floors, solely for parking. This, ideally, makes New Garden City elevated, offering stunning views. That is in addition to residential-only clusters that are high up from surrounding street levels, . Such designs provide the maximal magnitude of privacy and luxury. It is ideally built in one of the most prime locations it is in the first phase of The New Administrative Capital. It is located between the Middle Ring Road and the Regional Ring Road on the 90th road south from Ben Zayed Southern Axis, a few minutes away from the monorail project, making transportation easier to and more accessible."
New Garden City,"6,293,000 EGP","Residential, Apartment",2,0,141.0,2025,"['Gate Community', 'Natural Gas Available']",New Administrative Capital,Cairo,Building G645 Floor 3rd floor Unit G64538 New Garden City New Administrative Capital Cairo Cairo Egypt,"To live in a world, where you can see and sense the real ambience of the old Khedival Cairo, is a priceless notion that you aspire for. In New Garden City, surrounded by the acclaimed history.  Garden City Heights is made up of apartments only and we built each cluster with two basement floors, solely for parking. This, ideally, makes New Garden City elevated, offering stunning views. That is in addition to residential-only clusters that are high up from surrounding street levels, . Such designs provide the maximal magnitude of privacy and luxury. It is ideally built in one of the most prime locations it is in the first phase of The New Administrative Capital. It is located between the Middle Ring Road and the Regional Ring Road on the 90th road south from Ben Zayed Southern Axis, a few minutes away from the monorail project, making transportation easier to and more accessible."
Zahya,"9,005,000 EGP","Residential, Townhouse",3,0,392.0,2024,"['Lobby', '24 Hour Security', 'Electricity Available']",Mansoura,Dakahlia,Building ZH3M242 Unit ZH3M242C Zahya Mansoura (m) Dakahlia Egypt,"As the pioneering real estate company building a residential project in New Mansoura City, we are excited to see the future come to life with a project bound to flourish amidst the promising new capital of the Delta. With a vow of a new future equipped with technological advancements, trade, commercial and retail opportunities ZAHYA will only provide more clarity for the vision of this new city by housing its residents in homes that provide complete living experiences."
Zahya,"10,612,000 EGP","Residential, Twinhouse",3,0,410.0,2024,"['Lobby', '24 Hour Security', 'Electricity Available']",Mansoura,Dakahlia,Building ZH3M217 Unit ZH3M217B Zahya Mansoura (m) Dakahlia Egypt,"As the pioneering real estate company building a residential project in New Mansoura City, we are excited to see the future come to life with a project bound to flourish amidst the promising new capital of the Delta. With a vow of a new future equipped with technological advancements, trade, commercial and retail opportunities ZAHYA will only provide more clarity for the vision of this new city by housing its residents in homes that provide complete living experiences."
Zahya,"11,567,000 EGP","Residential, Twinhouse",3,0,498.0,2024,"['Lobby', '24 Hour Security', 'Electricity Available']",Mansoura,Dakahlia,Building ZH3M232 Unit ZH3M232B Zahya Mansoura (m) Dakahlia Egypt,"As the pioneering real estate company building a residential project in New Mansoura City, we are excited to see the future come to life with a project bound to flourish amidst the promising new capital of the Delta. With a vow of a new future equipped with technological advancements, trade, commercial and retail opportunities ZAHYA will only provide more clarity for the vision of this new city by housing its residents in homes that provide complete living experiences."
Alamain (Latin District),"6,932,000 EGP","Residential, Apartment",4,0,214.7,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building C06 Floor 6 Unit Z05-CL11-C06-M7-06-01 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
Alamain (Latin District),"4,714,000 EGP","Residential, Apartment",2,0,175.88,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building E06 Floor 7 Unit Z03-CL05-E06-M7-07-04 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
Alamain (Latin District),"11,262,000 EGP","Residential, Apartment",3,3,209.58,2025,"['24 Hour Security', 'Building Security', 'Fire Escape', 'Security Gate', 'Cable Available', 'Electricity Available', 'Natural Gas Available', 'Phone Available', 'Sewer Available', 'Water Available']",North Coast,Matrouh,Building E16 Floor 2 Unit Z03-CL07-E16-M4-02-03 Alamain (Latin District) North Coast  Matrouh Egypt,The Future Is Present
Alamain (Latin District),"6,163,000 EGP","Residential, Apartment",3,0,213.58,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building A06 Floor 3 Unit Z05-CL08-A06-M4-03-02 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
AXLE,"33,167,467 EGP","Commercial, Retail",0,0,100.0,2025,"['Other', '24 Hour Security', 'Fire Alarm', 'Gate Community']",New Cairo,Cairo,Floor 1st Unit MAR - 101 Gamal Abdel Nasser Street AXLE New Cairo Cairo Egypt,"Axle is located at the center of a very prominent area in New Cairo, it is at a crossing axis point between GUC and AUC housing district and down the road from the Hany Saad Innovations building. Situated to connect between all existing facilities around it and create a gathering point in the middle that acts as an axis.Axle holds units that are convenient for many and different purposes such as retail, administrative offices and clinics."
Alamain (Latin District),"4,607,000 EGP","Residential, Apartment",1,0,122.9,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building D21 Floor 4 Unit Z05-CL02-D21-X7-04-07 Alamain (Latin District) North Coast  Alexandria Egypt,"One of the main districts in this new city neighboring the Heritage City with boundless views of lakes and a distinct architecture, it is easy to forget you aren’t strolling Madrid’s Gran via with the sights, sounds and sensations that invite you in. Il LATINI offers residents a premium lifestyle surrounded by landscaped greenery with countless paths for you to stroll along. Il LATINI offers a great way of life, all of its own. High quality, value for money real estate solutions through mixed used development to better serve our customers. We are the go-to trusted community value add services partner, providing high quality, value for money real estate solutions through mixed used development to better serve our customers"
T- Residences,"2,718,604 EGP","Residential, Apartment",3,1,120.0,2024,"['24 Hour Security', 'Electricity Available', 'Natural Gas Available']",North Coast,Matrouh,Building C-11 Floor 1 Unit 13 T- Residences North Coast  Matrouh Egypt,"""Torec Developments is a subsidiary of the New Urban Communities Authority, launches its first project on the North Coast.Fully finished apartment in El Alamein City, next to Golf Porto.Reservations are now open at the initial offering prices."""
Al Fustat,"4,137,000 EGP","Residential, Apartment",0,0,146.86,2025,"['Elevator(s)', 'Gate Community', 'Electricity Available']",Old Cairo,Cairo,Building H79 Floor 1 Unit H79 1/4 Al Fustat Old Cairo Old Cairo Cairo Egypt,"Arabesque Downtown is the latest iconic destination by Saudi Egyptian Developers (SED), located in the heart of New Alamein’s Downtown district. Blending authentic Arabesque architectural charm with modern urban living, the project offers a unique cultural experience in a contemporary setting.This mixed-use development features a vibrant collection of residential units, commercial spaces, and lifestyle amenities – all set within a walkable, dynamic environment designed to celebrate art, culture, and community. Each unit is delivered fully finished, with stylish interiors and thoughtfully designed layouts that reflect both tradition and modernity.Strategically situated near key landmarks, Arabesque Downtown provides easy access to the beach, promenade, retail zones, and public services, making it an ideal choice for those seeking a well-connected, high-value investment or year-round residence.Live where culture meets convenience – only at Arabesque Downtown."
Alamain (Latin District),"6,292,000 EGP","Residential, Apartment",3,0,204.3,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building A12 Floor 7 Unit Z05-CL11-A12-X7-07-02 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
T- Residences,"2,945,154 EGP","Residential, Apartment",3,1,130.0,2024,"['24 Hour Security', 'Electricity Available']",North Coast,Matrouh,Building C-4 Floor 6th Unit 61 T- Residences North Coast  Matrouh Egypt,"Torec Developments is a subsidiary of the New Urban Communities Authority, launches its first project on the North Coast.Fully finished apartment in El Alamein City, next to Golf Porto.Reservations are now open at the initial offering prices."
Alamain (Latin District),"5,663,000 EGP","Residential, Apartment",1,0,92.86,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building F04 Floor 2 Unit Z03-CL01-F04-X7-02-11 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
PODIA,"10,704,000 EGP","Commercial, Office",0,0,73.0,2025,"['Other', '24 Hour Security', 'Fire Alarm', 'Gate Community']",Cairo,Cairo,Floor 17th Unit MPO-1704 Bin ZayedNorth PODIA Cairo Cairo Egypt,"Launched by Menassat Developments in cooperation with the engineering consultant Pinnacle Egypt, Podia Tower is one of the tallest commercial, administrative and medical towers at Downtown New Capital (Touristic District), occupying a total area of 19,782 meters and encompassing 25 floors, 3 basements and a ground floor.Podia Tower is located directly on the northern axis of Mohammed Bin Zayed, in close proximity to the Central Business District and only a few minutes away from Al Massa Hotel. To the northeast of the tower are the Ministry Quarter, Parliament Building and government agencies & institutions. The tower is also privileged with views of the Green River and the Central Park. From the south, Podia Tower enjoys a full panoramic view of the Embassies neighborhood."
BEGONIA,"1,649,000 EGP","Residential, Apartment",0,0,22.5,2025,"['Other', 'Gate Community']",New Cairo,Cairo,Building Building 07 Floor Roof Unit MB07R2 BEGONIA New Cairo Cairo Egypt,"At Begonia, your location is a catalyst for your growth and balance. Strategically centered in the heart of New Cairo, Begonia enjoys seamless connectivity to the city, ensuring you’ll find everything you need within easy reach, while still enjoying a peaceful retreat. Major thoroughfares like Gamal Abd El Nasser Axis, Al Gezira Axis, and Mohamed Naguib Axis are mere moments away, granting you effortless access to New Cairo’s key destinations SIMPLY HOME Over 80% of our compound, is dedicated to greenery, ensuring that every resident has access to nature’s tranquility right at their doorstep. Our serene water features, add to the aesthetic appeal and provide calming spaces for relaxation and leisure. Our Homes are designed along with Modern Amenities Our residential area, occupying 20% of the compound. All units have premium landscape view."
Alamain (Latin District),"7,240,000 EGP","Residential, Apartment",2,0,134.72,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building F07 Floor 6 Unit Z03-CL01-F07-M7-06-08 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
Zahya,"17,770,000 EGP","Residential, Villa",2,3,610.9,2025,"['Lobby', '24 Hour Security', 'Electricity Available']",Mansoura,Dakahlia,Building ZH3M67 Unit ZH3M67 Zahya Mansoura (m) Dakahlia Egypt,"As the pioneering real estate company building a residential project in New Mansoura City, we are excited to see the future come to life with a project bound to flourish amidst the promising new capital of the Delta. With a vow of a new future equipped with technological advancements, trade, commercial and retail opportunities ZAHYA will only provide more clarity for the vision of this new city by housing its residents in homes that provide complete living experiences."
Zahya,"10,452,000 EGP","Residential, Twinhouse",3,0,410.0,2024,"['Lobby', '24 Hour Security', 'Electricity Available']",Mansoura,Dakahlia,Building ZH3M201 Unit ZH3M201A Zahya Mansoura (m) Dakahlia Egypt,"As the pioneering real estate company building a residential project in New Mansoura City, we are excited to see the future come to life with a project bound to flourish amidst the promising new capital of the Delta. With a vow of a new future equipped with technological advancements, trade, commercial and retail opportunities ZAHYA will only provide more clarity for the vision of this new city by housing its residents in homes that provide complete living experiences."
Zahya,"12,168,000 EGP","Residential, Twinhouse",3,2,407.0,2024,"['Lobby', '24 Hour Security', 'Electricity Available']",Mansoura,Dakahlia,Building ZH1C318B Floor Ground floor Unit ZH1C318B Zahya Mansoura (m) Dakahlia Egypt,"As the pioneering real estate company building a residential project in New Mansoura City, we are excited to see the future come to life with a project bound to flourish amidst the promising new capital of the Delta. With a vow of a new future equipped with technological advancements, trade, commercial and retail opportunities ZAHYA will only provide more clarity for the vision of this new city by housing its residents in homes that provide complete living experiences."
BEGONIA,"1,208,000 EGP","Residential, Apartment",0,0,15.0,2025,"['Other', 'Gate Community']",New Cairo,Cairo,Building Building 05 Floor Roof Unit MB05R2 BEGONIA New Cairo Cairo Egypt,"At Begonia, your location is a catalyst for your growth and balance. Strategically centered in the heart of New Cairo, Begonia enjoys seamless connectivity to the city, ensuring you’ll find everything you need within easy reach, while still enjoying a peaceful retreat. Major thoroughfares like Gamal Abd El Nasser Axis, Al Gezira Axis, and Mohamed Naguib Axis are mere moments away, granting you effortless access to New Cairo’s key destinations SIMPLY HOME Over 80% of our compound, is dedicated to greenery, ensuring that every resident has access to nature’s tranquility right at their doorstep. Our serene water features, add to the aesthetic appeal and provide calming spaces for relaxation and leisure. Our Homes are designed along with Modern Amenities Our residential area, occupying 20% of the compound. All units have premium landscape view."
Mazarine Commercial,"24,308,000 EGP","Commercial, Retail",0,0,217.0,2025,"['Other', '24 Hour Security', 'Electricity Available']",Mersa Matruh,Matrouh,Building MZSPC4 Floor 1 Unit MZSPC411 Mazarine Commercial Mersa Matruh (k) Matrouh Egypt,"Nestled in Egypt’s flourishing Mazarine, Mazarine Sapphire Commercial offers the lively blend of modernity, luxury, charm and culture. The project merges various elements of style, offerings and surroundings, using vibrant techniques to outline the high standards for contemporary delight. The luxury district comes in 60 shops for light F&B being top-notch, as well as dashing retail stores. All shops are set across buildings, where each includes three shops on the ground floor, in addition to another three on the first floor. With a separate entryway from the rest of the residential building, Mazarine Sapphire Commercial is designed to grant the maximum privacy in an ideally positioned area that satisfies and guarantees appeal to business owners and visitors."
Alamain (Latin District),"4,761,000 EGP","Residential, Apartment",2,0,175.88,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building E06 Floor 5 Unit Z03-CL05-E06-M7-05-04 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
Zahya,"9,330,000 EGP","Residential, Townhouse",3,0,392.0,2024,"['Lobby', '24 Hour Security', 'Electricity Available']",Mansoura,Dakahlia,Building ZH3M241 Unit ZH3M241B Zahya Mansoura (m) Dakahlia Egypt,"As the pioneering real estate company building a residential project in New Mansoura City, we are excited to see the future come to life with a project bound to flourish amidst the promising new capital of the Delta. With a vow of a new future equipped with technological advancements, trade, commercial and retail opportunities ZAHYA will only provide more clarity for the vision of this new city by housing its residents in homes that provide complete living experiences."
AlMaqsad Residences,"4,572,000 EGP","Residential, Apartment",3,3,134.0,2025,"['Other', 'Building Security', 'Electricity Available']",New Administrative Capital,Cairo,Building MQRW81 Floor 7th floor Unit MQR8173 AlMaqsad Residences New Administrative Capital Cairo Cairo Egypt,"The main concept behind AlMaqsad Residences is building homes where residents can enjoy a life of comfort and serenity overlooking inner garden courts and walkways. A life where homes are equally elegant and functional yet affordable.AlMaqsad Residences is divided into 2 non-adjacent districts offering a variety of architectural styles varying from Classic, Mediterranean, and Modern buildings with a wide range of units fulfilling all homeowners’ preferences and needs."
T- Residences,"2,668,259 EGP","Residential, Apartment",3,1,130.0,2024,"['24 Hour Security', 'Electricity Available']",North Coast,Matrouh,Building C-4 Floor 6th Unit 62 T- Residences North Coast  Matrouh Egypt,"Torec Developments is a subsidiary of the New Urban Communities Authority, launches its first project on the North Coast.Fully finished apartment in El Alamein City, next to Golf Porto.Reservations are now open at the initial offering prices."
Alamain (Latin District),"6,792,000 EGP","Residential, Apartment",2,0,125.91,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Matrouh,Building F07 Floor 3 Unit Z03-CL01-F07-M7-03-09 Alamain (Latin District) North Coast  Matrouh Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
